text,label
I love apple,food
I have always believed that football is important,sport
I enjoy burger with my cat,food
I love pasta,food
I love my lion and my cat,animals
I enjoy father with my basketball,family
I enjoy job every day,work
I enjoy dog every day,animals
I spend a lot of time with meeting,work
I enjoy AI every day,technology
I spend a lot of time with football,sport
I spend a lot of time with office,work
I really like software,technology
I love my office and my basketball,work
I love basketball,sport
My brother and tiger are important in my life,family
My lion is very important to me,animals
I really like meeting,work
I really like basketball,sport
I enjoy mother with my pizza,family
I have always believed that computer is important,technology
I really like software,technology
I really like pizza,food
I enjoy pasta with my dog,food
My sister is very important to me,family
I love my dog and my office,animals
I love job,work
I really like meeting,work
I spend a lot of time with tennis,sport
I have always believed that tennis is important,sport
I really like burger,food
I spend a lot of time with AI,technology
I enjoy job every day,work
I love my pasta and my tiger,food
I love lion,animals
I spend a lot of time with football,sport
I love my meeting and my basketball,work
I really like dog,animals
I spend a lot of time with job,work
I enjoy apple every day,food
My computer is very important to me,technology
My tiger and pizza are important in my life,animals
I spend a lot of time with pasta,food
I spend a lot of time with computer,technology
